Localization Key,Description,TitleNote,Note,ContractIntel,EncounterSummary,HaulingSummary,RewardList,ItemRewardList,Cooldown
RedWind_HaulCargo_SingleToMulti_waste_desc_01,"RED WIND LINEHAUL\n'YOUR GOODS IN GOOD HANDS'\n----------------------------   \n\nThey're doing a clean out at <EM4>[LOCATION]</EM4> and have a bunch of <EM4>32 SCU</EM4> or smaller waste containers that needs to be hauled out to a few different spots. (Don't ask me why. They're paying us is all I know.)\n\nDROP OFF LOCATIONS (ANY ORDER)  \n- [LOCATION 1]
- [LOCATION 2]
- [LOCATION 3]\n\nAnd don't forget to pack a <EM4>handheld tractor beam</EM4> to bring along.",,,"Reward: 1,691,000 aUEC\nTime Limit: 80 min\nEfficiency: 21,138 aUEC/min\nRequires: Senior",,"Order: 132-200 SCU Waste, max 32 SCU + 132-200 SCU Waste, max 32 SCU + 132-200 SCU Waste, max 32 SCU",,,
RedWind_HaulCargo_MultiToSingle_title_01,Senior Hauler Needed for Large Shipment,,,,,,,,
RedWind_HaulCargo_MultiToSingle_desc_01,"RED WIND LINEHAUL\n'YOUR GOODS IN GOOD HANDS'\n----------------------------\n\nJust got off a comm with a client. They got cargo (<EM4>32 SCU</EM4> or smaller) at a few different locations ready to be taken over to a freight elevator at <EM4>[DESTINATION]</EM4>.\n\nPICK UP LOCATIONS (ANY ORDER)  \n- [LOCATION 1]
- [LOCATION 2]
- [LOCATION 3]  \n\nI'd recommend taking a few minutes to plan your route before taking off. Might save you a bit of fuel. And don't forget to pack a <EM4>handheld tractor beam</EM4> to bring along.",,,"Reward: 1,691,000 aUEC\nTime Limit: 80 min\nEfficiency: 21,138 aUEC/min\nRequires: Senior",,"Order: 132-200 SCU Potassium, max 32 SCU + 132-200 SCU Potassium, max 32 SCU + 132-200 SCU Potassium, max 32 SCU",,,
Eckhart_EscortShips_M_title,Experienced Protection Detail Needed, <EM4>[BP]</EM4>,,,,,,,
Eckhart_EscortShips_M_desc,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Escort Ship\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nOne of my clients needs an immediate escort through dangerous space. Rendezvous at <EM4>[LOCATION]</EM4> and they’ll meet you after they launch. Reports indicate increased outlaw activity in the area, so don’t let your guard down.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 198,750 aUEC\nTime Limit: 48 min\nEfficiency: 4,141 aUEC/min\nCooldown: 15 min\nRequires: Contractor",Encounter: 25 ships\nHostiles: 2 ship(s)\nHostiles: 1 ship(s)\nReinforcements: 14 ship(s),,100% chance — 1 of 5\n- Veil\n- Sheut\n- Suckerpunch Cannon\n- Suckerpunch-L Cannon\n- Suckerpunch-XL Cannon\n\n100% chance — 1 of 5\n- Shimmer\n- Obscura\n- M3A Cannon\n- M4A Cannon\n- M5A Cannon,- MG Scrip x5,15 min
cfp_maintenance_H_title_001,Extensive Repairs Needed: Yang's Place,,,,,,,,
cfp_maintenance_H_desc_001,"We need some help. The CFP facility at <EM4>[LOCATION]</EM4> suffered severe damage during a recent electrical storm and we're looking for anyone who can help with repairs.\n\nSurveying the site, you'll have to bring <EM4>six fuses</EM4>, a <EM4>salvaging tool</EM4>, and <EM4>enough RMC canisters to take care of eight or so pipes</EM4>. That should be enough to repair the damage and get the outpost back in operation.\n\nIf you need more information on maintenance work, see <EM4>“Cornerstone Developments' Guide to Maintenance”</EM4> entry in your mobiGlas Journal.\n\nDo you think you can help?\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 105,500 aUEC\nTime Limit: 23 min\nEfficiency: 4,587 aUEC/min\nCooldown: 30 min\nRequires: Head Contractor",,,,,30 min
Covalex_RecoverCargo_VeryEasy_Title,Extra Small Covalex Shipment Needs Recovering,,,,,,,,
Covalex_RecoverCargo_VeryEasy_Description,"Hi,\n\nSo I had a contractor who was supposed to deliver some stuff for us but has completely gone off the radar. I've pinged their ship and I've got no idea what's happened but they're floating around somewhere over at <EM4>[LOCATION]</EM4>. If you could head over there recover the cargo and take it to the freight elevator at <EM4>[DESTINATION]</EM4> you'd be doing me a huge favor.\n\nDon't forget to bring a <EM4>heavy-duty tractor beam</EM4> to move all the cargo. Oh and a ship that can transport <EM4>[MAX_SCU] cargo containers</EM4>.\n\nThanks in advance for ensuring prompt service,\n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping   \n'Anything you need, anywhere you need it.' \n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",,,"Reward: 23,250 aUEC\nTime Limit: 10 min\nEfficiency: 2,325 aUEC/min\nRequires: Rookie",Encounter: 1 ships,,,,
TheCollector_Recipes_Title_L22Wolf,Extra Special Wolf, <EM4>[BP]</EM4>,,,,,,,
TheCollector_Recipes_Desc_L22Wolf,"Wikelo very excited. Have idea for new material. But making it is most tricky. Very complicated. Need help fabricating a test sample. I give you blueprint, you make, bring to me, and I will trade. Give you extra special L-22 Wolf. Very powerful, very wolf.",,[BP Reward],,,Order: Metamaterial Test #146,100% chance — 1 of 1\n- Metamaterial Test #146,- Kruger L-22 Alpha Wolf Wikelo War Special,
EckhartSecurity_RecoverCargo_Super_Title,Extreme Risk Cargo Retrieval,,,,,,,,
EckhartSecurity_RecoverCargo_Super_Description,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Recover Cargo\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nPutting out an immediate call for a highly skilled contractor to reclaim a client's cargo located at <EM4>[LOCATION]</EM4>.\n\nClient hired an expert hauler to transport something discreetly, but it seems some information regarding the shipment was either hacked or leaked. The pilot was attacked and now the shipment is stranded. We need you and any support ships you bring to make it to the site before the cargo is lost for good. \n\nYou will need a <EM4>heavy-duty tractor beam</EM4> and a ship capable of storing <EM4>[MAX_SCU] cargo containers</EM4>.\n\nAfter assessing the situation and the importance the client has placed on the recovery of the cargo, we have decided to reward a high payout for the successful delivery of the shipment to the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,,"Reward: 226,000 aUEC\nTime Limit: 33 min\nEfficiency: 6,848 aUEC/min\nRequires: Head Contractor",Encounter: 10 ships\nHostiles: 9 ship(s),,,,
eckhart_defendship_multi_SRT_title_001,Extremely Dangerous Defense, <EM4>[BP]</EM4>,,,,,,,
eckhart_defendship_multi_SRT_desc_001,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Ship\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nWe have a client currently under attack at <EM4>[LOCATION]</EM4>. We have a long history with this client and know that they’re a skilled dogfighter. If they’re struggling to survive, then this situation must be dire.\n \nWe’re looking for a top-tier dogfighter to head out there and provide support. If you’re available, then this client could really use your help. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 274,000 aUEC\nTime Limit: 40 min\nEfficiency: 6,850 aUEC/min\nRequires: Head Contractor",Encounter: 7 ships\nHostiles: 6 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,
TheCollector_Ships_F8C_Milt_TItle,F8 War Mod,,,,,,,,
TheCollector_Ships_F8C_Mil_Desc,Can make you custom of F8 that take good fighting ship and make a better fighting ship. Bring things and I will make. Bye.,,,,,Order: Wikelo Favor + Carinite (Pure) + Irradiated Valakkar Pearl (Grade AAA) + Tevarin War Service Marker (Pristine),,- Anvil F8C Lightning Wikelo War Special,
EckhartSecurity_DestroyServers_FacilityDelving_Title_003,FIND SERVERS AT ASD SITE AND DESTROY,,,,,,,,
EckhartSecurity_DestroyServers_FacilityDelving_Desc_003,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Destroy Server\nAPPROVAL CODE = VS-14\n\nFOR IMMEDIATE PROCESSING\n\nThis a simple seek and destroy contract. The client has requested that several servers located at an ASD research site be destroyed as soon as possible. Under no circumstances should these servers be accessed, or copies of the data made.\n\nThe client believes that the servers are somewhere in the <EM4>Engineering wing</EM4>, most likely in the <EM4>Management</EM4> area. In addition to this, there is a strong chance you won’t be the only presence on-site so be wary of potential hostiles.\n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,,"Reward: 44,250 aUEC\nTime Limit: 10 min\nEfficiency: 4,425 aUEC/min\nRequires: Applicant",,,,,
LingFamily_RecoverCargo_VeryEasy_Title,Finish Interrupted Ling Delivery,,,,,,,,
LingFamily_RecoverCargo_VeryEasy_Description,"Hey,\n\nHere's the thing: one of our haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and had to ditch their ship. Could you head over there and help us finish the delivery?\n\nNot a huge job by any means, but you'll still need a <EM4>heavy-duty tractor beam</EM4> and a ship with enough space to store <EM4>[MAX_SCU] cargo containers</EM4>.\n \nDrop the cargo off at the freight elevator at <EM4>[DESTINATION]</EM4> and we'll send you the creds.\n\nThanks,  \nReyes Ling \nCargo Logistics Coordinator \nLing Family Hauling \n\nLing Family Hauling knows it’s a dangerous and unpredictable universe and has established several protocols to protect both you and our client’s cargo. To ensure you aren’t punished for circumstances outside of your control, total payment will be prorated to the percentage of cargo successfully delivered. A delivery timer will be set for each haul. Any cargo that remains undelivered upon its expiration will be flagged as stolen and treated as such. All pick-ups and deliveries must be autoloaded or done at a freight elevator.",,,"Reward: 16,250 aUEC\nTime Limit: 7 min\nEfficiency: 2,321 aUEC/min\nCooldown: 15 min\nRequires: Trainee",Encounter: 1 ships,,,,15 min
HeadHunters_RecoverCargo_Medium_Title,Finish the job,,,,,,,,
HeadHunters_RecoverCargo_Medium_Description,"One of our pilots was supposed to bring a shipment back to us, but seems like he got into some trouble over at <EM4>[LOCATION]</EM4>. Either he got his brains blasted all over the cockpit, or freaked out and ditched his ship. For his sake, I hope it’s the first one so I don’t have the hunt this asshole down. What’s important right now is that our cargo’s just sitting out there.\n\nIf you’ve got a <EM4>heavy-duty tractor beam</EM4> and a decent ship, can you head over there and get our stuff? Chances are the assholes who attacked my pilot are still there, and I’m betting they’re pretty tough.\n\nIf you get out alive, take the cargo to the freight elevator at [DESTINATION] and I’ll get you paid.\n\nStows out.",,,"Reward: 61,500 aUEC\nTime Limit: 17 min\nEfficiency: 3,618 aUEC/min\nCooldown: 45 min\nRequires: Contractor",Encounter: 5 ships\nHostiles: 4 ship(s),,,,45 min
DeadSaints_RecoverCargo_VeryEasy_Title,Finishing The Job,,,,,,,,
DeadSaints_RecoverCargo_VeryEasy_Description,"One of my haulers has run into some trouble over at <EM4>[LOCATION]</EM4> and was forced to ditch their ship. I need someone to go there with <EM4>a heavy-duty tractor beam</EM4> to grab the cargo and finish the job.\n\nThey were carrying a decent supply of gear for me, and the last thing I need is for some do-gooder to come across it and trace it back to us.\n\nIf you do run into anybody, no need to be friendly. Just shoot the asshole and get my gear. Understood?\n\nTake it to the freight elevator over at <EM4>[DESTINATION]</EM4> and I’ll make sure you get a cut of the sale.\n\n-Twitch",,,"Reward: 23,000 aUEC\nTime Limit: 7 min\nEfficiency: 3,286 aUEC/min\nRequires: Neutral",Encounter: 3 ships\nHostiles: 2 ship(s),,,,
DeadSaints_RecoverCargo_VeryHard_Description,"We got a situation. Some gang that no one’s heard of are trying to make a name for themselves by targeting our transport ships. They think they can make a big show of how tough they are raiding our haulers and acting like they’re big shots. Amateurs.\n\nProblem is, they got lucky during their last attack. Our pilot barely made it out alive, but their ship is still sitting full of supplies over at <EM4>[LOCATION]</EM4>.\n\nGrab a crew you can trust and your <EM4>heavy-duty tractor beam</EM4> and get your ass over there.\n\nAfter, drop the gear off at the freight elevator in <EM4>[DESTINATION]</EM4>. You do this for me and I’ll give you a good cut of the sale.\n\n-Twitch",,,"Reward: 185,000 aUEC\nTime Limit: 33 min\nEfficiency: 5,606 aUEC/min\nRequires: Veteran Contractor",Encounter: 9 ships\nHostiles: 8 ship(s),,,,
TheCollector_Ships_Firebird_TItle,Firebird Mod,,,,,,,,
TheCollector_Ships_Firebird_Desc,"Been digging into Aegis Sabre ship. Firebird is very bomb-y. Good build but could make some fun change to it. If you want, I can do. Have a look and tell me. Bye.",,,,,Order: Wikelo Favor + DCHS-05 Orbital Positioning Comp-Board + Ace Interceptor Helmet + Government Cartography Agency Medal (Pristine),,- Aegis Sabre Firebird Wikelo War Special,
cfp_hauling_intro_title_001,First Haul in System, <EM4>[BP Chain]</EM4>,,,,,,,
cfp_hauling_intro_desc_001,"Welcome to the system, not sure if you're familiar with our organization but Citizens for Prosperity are a non-profit organization dedicated to bringing security and civilization to unclaimed systems.\n\nIf you're looking for work in the system and would like to help achieve our goal, we need a package picked up from <EM4>[LOCATION]</EM4> and taken to <EM4>[DESTINATION]</EM4>.\n\nOnce complete, we can offer you a variety of new job opportunities in this system and beyond.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Chain],"Reward: 51,000 aUEC\nTime Limit: 10 min\nEfficiency: 5,100 aUEC/min\nRequires: Neutral",,"Order: 6-32 SCU Processed Food, max 4 SCU",,,
TheCollector_Ships_Fortune_Indus_TItle,Fortune ship for you,,,,,,,,
TheCollector_Ships_Fortune_Indus_Desc,"Hello, practicing on making ship fly better. Xi'an help human make ship. Fly good. Salvage good. But Wikelo can make better if you want. Bring things and will do. Bye.",,,,,Order: Wikelo Favor + Carinite (Pure),,- MISC Fortune Wikelo Special,
vaughn_assassination_PA_M_title,Fracturing the Alliance,,,,,,,,
vaughn_assassination_PA_M_desc,"It seems the People’s Alliance have been ruffling some feathers recently. A client of ours would be most thrilled if you can prevent [TARGET] from meddling in their affairs ever again.\n\nYou’ll find them around <EM4>[LOCATION]</EM4>, and from what our client has told us, it’s unlikely that they’re alone. These aren’t your run-of-the-mill pilots, they might even pose a slight threat to your safety.\n\nDo try your best to keep it as clean as possible.\n\nSincerely,\nVaughn",,,"Reward: 46,500 aUEC\nTime Limit: 11.2 min\nEfficiency: 4,152 aUEC/min\nRequires: Contractor",Encounter: 3-4 ships\nTarget: 1 ship(s)\nReinforcements: 2-3 ship(s),,,,
